"﻿Област","Населено място","училище","училище","Училище","БЕЛ Ср.усп.","БЕЛ Бр.","МАТ Ср.усп.","МАТ Бр.","ИСТ Ср.усп.","ИСТ Бр.","ФА Ср.усп.","ФА Бр.","ГЕО Ср.усп.","ГЕО Бр.","ХООС Ср.усп.","ХООС Бр.","ФИЛ Ср.усп.","ФИЛ Бр.","БЗО Ср.усп.","БЗО Бр.","АЕ Ср.усп.","АЕ Бр.","РЕ Ср.усп.","РЕ Бр.","НЕ Ср.усп.","НЕ Бр.","ИспЕ Ср.усп.","ИспЕ Бр.","ФрЕ Ср.усп.","ФрЕ Бр.","ИтЕ Ср.усп.","ИтЕ Бр.","2ДЗИ Ср.усп.","2ДЗИ Бр.","ср.успех","общо"
"Варна","Варна","Държавно","професионална гимназия","Професионална гимназия по горско стопанство и дървообработване ""Николай Хайтов""","3,46","69","","","","","","","2,9","5","","","3,74","6","3,91","52","4,08","6","","","","","","","","","","","3,837","69","3,649","138"
"Варна","Варна","Общинско","професионална гимназия","Професионална гимназия по икономика","4,41","138","4,23","2","4,83","2","4,84","2","4,02","17","","","3,9","52","4,82","34","4,76","30","","","","","","","","","","","4,357","139","4,384","277"
"Варна","Варна","Държавно","професионална гимназия","Професионална гимназия по строителство,   архитектура и геодезия","3,92","96","4,16","4","3,22","1","","","3,66","32","4,95","1","3,61","29","4,24","27","4,36","5","","","4,75","1","","","","","","","3,88","100","3,9","196"
"Варна","Варна","Държавно","професионална гимназия","Професионална гимназия по текстил   и моден дизайн","3,54","27","2,4","1","2,53","1","","","","","","","3,41","8","3,73","18","","","","","","","","","","","","","3,545","28","3,544","55"
"Варна","Варна","Държавно","професионална гимназия","Професионална гимназия по туризъм","4,44","167","2,57","1","2,44","1","","","3,88","29","","","4,14","51","4,33","23","4,86","61","5,99","1","","","","","4,64","2","","","4,38","169","4,411","336"
"Варна","Варна","Държавно","професионална гимназия","Професионална гимназия   по химични и хранително-вкусови технологии","3,81","37","","","","","","","3,11","1","","","3,57","9","4,41","26","4,67","2","","","","","","","","","","","4,193","38","4,006","75"
"Варна","Варна","Държавно","професионална гимназия","Професионална техническа гимназия","3,79","145","","","3,55","10","4,06","3","2,92","6","","","3,63","23","4,03","63","4,34","31","3,28","1","4,5","1","","","","","","","3,947","138","3,867","283"
"Варна","Варна","Общинско","профилирана гимназия","Първа езикова гимназия","5,53","223","5,48","12","5,54","1","","","5,98","1","6","2","3,94","2","5,76","9","5,69","136","","","5,7","60","","","","","","","5,67","223","5,601","446"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Седмо средно общообразователно   училище ""Найден Геров""","3,72","21","3,12","2","4,98","1","","","2,8","3","","","3,8","11","3,65","3","4,45","3","","","","","","","","","","","3,727","23","3,725","44"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","4,37","54","4,75","12","4,92","3","4,78","1","","","","","4,07","20","","","5,14","17","","","","","","","","","","","4,631","53","4,499","107"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно   училище ""Гео Милев""","3,77","19","","","3,39","1","","","","","","","3,55","2","4,1","8","4,23","8","","","","","","","","","","","4,056","19","3,913","38"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Елин Пелин""","3,69","17","","","3,39","1","","","","","","","3,25","12","4,32","4","5,48","2","","","","","","","","","","","3,717","19","3,702","36"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно  училище ""Пейо Крачолов Яворов""","3,67","22","","","","","","","3,89","3","","","3,96","4","4,12","12","3,66","3","","","","","","","","","","","3,999","22","3,836","44"
"Варна","Варна","Държавно","за деца с нарушено зрение","Средно общообразователно училище   за  деца с нарушено зрение","4,6","10","","","5,98","1","","","","","","","","","4,91","9","","","","","","","","","","","","","5,021","10","4,812","20"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище  ""Любен Каравелов""","3,47","24","","","3,06","3","","","2,62","1","","","2,91","2","4,04","14","3,25","5","","","","","","","","","","","3,619","25","3,546","49"
"Варна","Варна","Общинско","профилирана гимназия","Трета природоматематическа  гимназия","5,06","134","","","4,61","2","","","5,13","13","5,33","7","3,86","3","5,52","71","5,18","36","","","4,64","1","","","3,61","1","","","5,312","134","5,184","268"
"Варна","Варна","Частно","профилирана гимназия","Частна езикова гимназия с изучаване на чужди езици ""Джордж Байрон""","4,41","23","5,72","1","","","","","","","","","3,67","3","4,75","4","5,15","12","5,76","3","","","","","","","","","4,991","23","4,702","46"
"Варна","Варна","Частно","профилирана гимназия","Частна профилирана гимназия по информационни технологии и   обществени комуникации","5,1","5","","","","","","","","","","","3,81","1","","","5,69","4","","","","","","","","","","","5,31","5","5,205","10"
"Варна","Варна","Частно","професионална гимназия","Частна Търговска Гимназия","4,84","1","","","","","","","","","","","","","","","","","","","","","4,41","1","","","","","4,41","1","4,625","2"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Второ средно общообразователно   училище","3,45","66","5,26","1","4,07","2","","","3,59","9","","","3,44","8","3,72","39","4,01","10","3,92","1","5,74","1","","","","","","","3,776","71","3,617","137"
"Варна","Варна","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище ""Димчо Дебелянов"" Варна","3,76","23","3,45","1","","","5,57","1","3,38","10","","","3,48","3","4,21","5","4,45","4","","","","","","","","","","","3,838","24","3,801","47"
"Варна","Варна","частно","професионална гимназия","ЧПГпо УТ ""К. Фотинов""","3,95","5","","","4,38","1","","","3,39","1","","","","","4,07","2","3,38","1","","","","","","","","","","","3,856","5","3,905","10"
"Варна","Ветрино","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,75","18","","","4,31","4","3,18","1","","","","","","","3,88","11","4,71","2","","","","","","","","","","","4,03","18","3,892","36"
"Варна","Вълчи дол","Общинско","СОУ (І - ХІІ клас)","Средно общообразователно училище","3,27","39","","","3,77","2","","","2,9","28","","","","","3,75","7","4,78","1","","","","","","","","","","","3,154","38","3,212","77"
"Варна","Стефан Караджа","Държавно","професионална гимназия","Професионална гимназия по   земеделие и горско стопанство","2,95","37","","","","","","","","","","","","","3,19","37","","","","","","","","","","","","","3,19","37","3,069","74"
"Варна","Девня","Общинско","СОУ (І - ХІІ клас)","Среднo общообразователнo училище","3,25","32","","","2,58","5","4,73","1","2,61","5","","","2,31","1","3,76","20","","","","","4,78","1","","","","","","","3,426","33","3,339","65"
