"﻿""Област""","Населено място","Тип","Име на училище","Общ брой ученици","География и икономика / Макс 18","История и цивилизация / Макс 18","Физика и астрономия / Макс 15","Химия и опазване на околната среда / Макс 15","Биология и здравно образование / Макс 15","Чужд език / Макс 35","Български език и литература / Макс 65","Математика / Макс 65"
"Монтана","Лом","град","II ОУ ""К. Фотинов""","58","13.24","11.45","7.57","5.92","6.42","18.4","32.22","24.56"
"Монтана","Лом","град","СОУ ""Отец  Паисий""","16","9.5","7.67","9.09","8.45","9.18","21.75","19.14","31.5"
"Монтана","Лом","град","ІV ОУ ""Христо Ботев""","18","8","9.8","8.22","9.33","8.44","17.38","25.3","8.9"
"Монтана","Лом","град","СОУ ""Д. Маринов""","36","15.25","14","10.58","9.76","9.85","26.56","40.17","31.88"
"Монтана","Замфир","село","ОУ ""Кирил и Методий""","6","9","8.4","6.4","6.4","8.6","12","12.4","17.6"
"Монтана","Ковачица","село","ОУ"" Св.Св.Кирил и Методий""","12","10.36","9.64","8.27","6.55","8.64","19.27","18.55","27.27"
"Монтана","Сталийска махала","село","ОУ ""Климент Охридски""","14","12.71","10.14","9.14","11.5","11.43","21.21","18.5","29.14"
"Пазарджик","Нова махала","село","СОУ ""Кирил и Методий""","22","9.17","8.11","9.26","7.21","7.37","17.63","19.42","14.32"
"Пазарджик","Пещера","град","ОУ ""Петко Рачов Славейков""","39","9.18","9.56","6.8","8.71","9.03","21.71","25.78","17"
"Пазарджик","Костандово","град","ОУ ""Неофит Рилски ""","54","9.04","9.06","6.41","6.35","6.28","14.74","23.09","11.24"
"Пазарджик","Сърница","град","СОУ - СЪРНИЦА","31","13","11.32","8.42","8.55","7.71","21.35","22.42","14.06"
"Пазарджик","Пазарджик","град","СОУ ""Димитър Гачев""","50","8.8","7.83","5.69","4.74","5.02","14.64","9.41","8.42"
"Пазарджик","Грашево","село","ОУ ""Васил Левски""","13","12.54","12.31","9.69","10.54","10.15","17.23","33.4","27.4"
"Пазарджик","Пашови","село","ОУ ""Иван Вазов""","10","12.5","12.5","10.1","10.4","8.9","18.6","32.3","38.7"
"Пазарджик","Брацигово","град","СОУ ""Народни будители""","33","9.42","8.38","6.08","5.31","4.96","15.12","20.28","13.04"
"Пазарджик","Биркова","село","ОУ ""Д-р. Петър Берон""","13","12.75","14.75","10.33","11","11.5","20.08","33.33","35"
"Пазарджик","Кръстава","село","ОУ ""Васил Левски""","8","14.14","12.43","9.38","12.38","9.62","18.86","33.25","29.12"
"Пазарджик","Велинград","град","СОУ ""Св.св.Кирил и Методий","44","14.61","13.61","9.51","9.05","9.59","23.1","35.74","30.37"
"Пазарджик","Велинград","град","Осн.училище "" Хр.Ботев""","35","15.47","14.7","10.61","11.1","11.03","26.7","34.11","26.82"
"Пазарджик","Велинград","град","ОУ "" Г.Бенковски ""","30","8.36","6.88","6.64","3.4","3.28","14.84","9.76","8.52"
"Пазарджик","Пазарджик","град","ОУ ""Проф. Ив. Батаклиев""","137","14.75","14.29","10.46","10.21","10.71","27.68","46.9","38.55"
"Пазарджик","Пазарджик","град","Прогимназия ""Кирил и Методий""","45","5.56","5.66","3.56","3.67","3.85","9.55","7.07","7.4"
"Пазарджик","Панагюрище","град","ОУ Проф. М. Дринов","63","15.19","13.37","10.06","10.58","9.55","27.19","37.9","29.24"
"Пазарджик","Панагюрище","град","ОУ ""20 април""","30","11.38","10.62","8.71","9.14","8.05","16.5","27.86","17.38"
"Пазарджик","Пещера","град","ОУ""Св. Патриарх Евтимий""","37","13.62","13.21","10.82","9.62","9.29","21.94","29.92","22.44"
"Пазарджик","Ракитово","град","СОУ ""Св.Кл.Охридски""","47","11.38","11.79","8.22","7.85","8.78","19.08","28.3","21.91"
"Пазарджик","Септември","град","СОУ ""Христо Ботев""","47","15.15","14.67","10.46","9.98","9.96","25.59","37.51","25.34"
"Пазарджик","Варвара","село","ОУ ""Никола Йонков Вапцаров""","9","9","7.33","8.44","8.44","9.11","19.56","23.61","13.22"
"Пазарджик","Ковачево","село","ОУ""Св.Св.Кирил и Методий""","16","9.8","9.4","4.94","6.75","5.81","13.63","13.94","8.38"
"Пазарджик","Велинград","град","ПУ ""ДРАГАН МАНЧОВ""","7","0","0","0","0","0","0","0","0"
"Пазарджик","Ветрен дол","село","Оу ""Христо Смирненски""","17","9.29","9.07","7.93","8","7.79","16.64","20.56","15.94"
"Пазарджик","Семчиново","село","ОУ ""Христо Ботев""","11","9.73","9.64","8.4","8.1","8.8","16.91","15.6","34.8"
"Пазарджик","Симеоновец","село","ОУ ""Св. св. Кирил и Методий""","4","","","","","","","",""
"Пазарджик","Драгиново","село","СОУ ""Методий Драгинов""","55","12.12","12.22","9","9.71","8.86","19.42","26.59","17.33"
"Пазарджик","Величково","село","ОУ ""Васил Левски""","13","15","15.08","11.17","10","11","22.5","28.12","20.25"
"Пазарджик","Ветрен","град","ОУ ""Св.Св.Кирил и Методий","17","10.75","9.94","9.5","11.75","8.62","22.38","29.69","20.94"
"Пазарджик","Виноградец","село","ОУ "" Г. БЕНКОВСКИ ""","8","9.6","7.4","5.83","7.83","8.17","12.17","11.33","6.83"
"Пазарджик","Пазарджик","град","ПГСС ""Царица Йоанна""","22","0","0","0","0","0","0","0","0"
"Пазарджик","Сарая","село","ОУ ""Христо Ботев""","10","10.6","13.6","7","8.7","7.9","19.11","21.8","22.6"
"Пазарджик","Братаница","село","ОУ ""Христо Ботев""","15","5.5","6.67","8.33","7.67","8.25","11.27","8.79","9.14"
"Пазарджик","Звъничево","село","ОУ ""Васил Левски""","10","13.25","15","7.88","4.5","4.25","16.71","20","8.56"
"Пазарджик","Паталеница","село","ОУ ""Константин Величков""","24","13.78","14.43","9.83","9.17","9.78","20.17","36.63","23.78"
"Пазарджик","Карабунар","село","ОУ ""Христо Ботев""","17","11.54","11.62","10.36","6.43","8.71","14.93","16.71","15.21"
"Пазарджик","Бяга","село","ОУ ""Христо Ботев""","9","7.75","7.25","5.75","4.62","6.75","10.63","11.88","8.75"
"Пазарджик","Исперихово","село","ОУ ""Христо Ботев""","25","9.63","7.79","8","5","5.69","11.47","16.68","11.37"
"Пазарджик","Калугерово","село","ОУ Христо Ботев","20","9.22","8.61","7.06","5.76","7.35","20.05","21.97","23.95"
"Пазарджик","Мало Конаре","село","ОУ""Св. св. Кирил и Методий""","20","9.47","8.87","9.93","8.73","8.93","19.2","15.31","9.47"
"Пазарджик","Говедаре","село","ОУ ""Отец Паисий""","12","7.91","11.45","7.5","5.6","6","16.67","28.9","19.22"
"Пазарджик","Огняново","село","ОУ ""Отец Паисий""","11","8.8","8.1","6.27","6.55","6.82","18.8","7","10.4"
"Пазарджик","Хаджиево","село","ОУ""Георги Бенковски""","7","10","10.5","10","5.5","6.33","13.17","19.57","15.17"
"Пазарджик","Мокрище","село","ОУ ""Св. Климент Охридски""","17","10.14","7.21","8.43","7.64","8.07","11.71","16.97","10.8"
"Пазарджик","Ивайло","село","ОУ""Св.Св.Кирил и Методий""","19","11.53","10.11","7.63","7.32","8.26","15","21.92","16.26"
"Пазарджик","Пищигово","село","ОУ""К.Честименски""","9","9.29","8.86","6.57","6.86","7.71","20.29","15.2","25.83"
"Пазарджик","Попинци","село","ОУ ""ОТЕЦ ПАИСИЙ""","14","13.8","13","10.36","10.09","10.18","16.7","25.65","19.15"
"Пазарджик","Дорково","село","ОУ ""Христо Ботев""","20","12.24","12.76","9.12","9.82","8.88","19.82","31.74","17.06"
"Пазарджик","Света Петка","село","СОУ""Христо Смирненски""","31","11.69","10.76","8.19","9.61","9.87","17.63","22","24.45"
"Пазарджик","Медени поляни","село","ОУ ""Георги С. Раковски""","10","14.7","12.9","10.3","11.2","9.3","17.7","31.3","31.9"
"Пазарджик","Фотиново","село","ОУ "" Св.Климент Охридски""","1","13","15","12","14","12","26","40.5","59"
"Пазарджик","Абланица","село","ОУ ""Хр. Ботев""","3","15","15.67","11.33","10.33","10","18","25.67","20"
"Пазарджик","Церово","село","ОУ ""Христо  Ботев""","3","9.67","8.33","8.33","6.33","7","15.33","18.67","18.67"
"Пазарджик","Алеко Константиново","село","ОУ ""Св. Климент Охридски""","22","10.11","10.22","7.67","6.67","8.67","13.71","16.08","8.41"
"Пазарджик","Батак","град","ОУ ""Отец Паисий""","25","15.55","15.27","10.1","10.1","10.1","21.55","38.5","30.36"
"Пазарджик","Пазарджик","град","I ОУ ""Св. Кл. Охридски""","93","13.32","12.86","9.17","8.7","8.75","24.13","38.18","30.26"
"Пазарджик","Пазарджик","град","ОУ ""Стефан Захариев""","16","10.45","10.36","7.11","6.56","8.22","12.25","9.35","8.1"
"Пазарджик","Пазарджик","град","ОУ ""Христо Ботев""","36","9.44","8.03","7.26","5.74","6.56","14.88","17.76","13.91"
"Пазарджик","Черногорово","село","Прогимназия""Ас.Златаров""","18","9","9.31","7.33","5.4","6.13","14.47","20.43","12.53"
"Пазарджик","Велинград","град","СОУ""Васил Левски""","37","13.85","14.79","11.82","11.09","9.76","25.18","37.26","29.44"
"Пазарджик","Панагюрище","град","СОУ ""НЕШО БОНЧЕВ""","60","12.79","10.88","9.2","9.45","7.2","21.91","35.81","25.04"
"Пазарджик","Пещера","град","СОУ""Св. Климент Охридски""","33","12.56","11.28","9.29","8.81","9.84","20.58","37.03","19.7"
"Пазарджик","Стрелча","град","СОУ","36","15.37","14.31","11.83","9.97","10.74","25.77","31.06","21.56"
"Пазарджик","Ракитово","град","ПУ ""Д-р Петър Берон""","6","0","0","0","0","0","0","0","0"
"Пазарджик","Пазарджик","град","ПУИ ""Иван Вазов""","12","0","0","0","0","0","0","0","0"
"Пазарджик","Ракитово","град","ВУИ""Ангел Узунов""","2","7","6","7","6","7","14","0","0"
"Пазарджик","Синитово","село","ОУ ""Васил Априлов""","10","9.8","9.2","7.56","6.11","7.89","14.11","17.1","11.3"
"Пазарджик","Гелеменово","село","ОУ "" Отец Паисий ""","10","10.4","8.8","6.8","7.7","8.6","18.1","17.7","10.8"
"Пазарджик","Септември","град","СОУ""Христо Смирненски""","46","6.53","6.26","6.51","4.57","5.11","12.18","10.19","6.97"
"Пазарджик","Пещера","град","ОУ ""Любен Каравелов""","38","7.77","7.32","6.72","6.21","7.21","14.48","17.5","18.62"
"Пазарджик","Ракитово","град","ОУ ""Христо Ботев""","21","9.65","8","7.14","7","7.48","14.7","15.7","23.05"
"Пазарджик","Побит камък","село","ОУ ""Никола Вапцаров""","10","11.3","11.6","9.1","10.8","9.8","19.2","33.7","39.3"
"Пазарджик","Пазарджик","град","ОУ""Хр. Смирненски""","21","13.48","12.29","10.38","9.67","10.67","19.62","37.33","31.1"
"Пазарджик","Пазарджик","град","СОУ ""Г. Бенковски""","97","12.71","11.87","8.8","7.31","7.99","20.84","34.54","28.31"
"Пазарджик","Пазарджик","град","СОУ ""Георги Брегов""","79","14.06","13.12","9.56","8.86","8.92","23.78","33.54","28.31"
"Пазарджик","Поибрене","село","ОУ ""СВЕЩ. НЕДЕЛЬО ИВАНОВ""","13","10.46","10.31","8.69","9.23","9.31","20.46","15.55","16.58"
"Пазарджик","Пазарджик","град","СОУ ""Д-р П.Берон""","58","13.5","13.3","10.46","9","10.54","28.83","39.37","23.84"
"Пазарджик","Велинград","град","ОУ""Неофит Рилски""","56","12.74","10.58","6.86","7.28","7.98","20.32","19.16","22.91"
"Пазарджик","Пазарджик","град","ОУ ""ЛЮБЕН КАРАВЕЛОВ""","23","12.95","11.26","9.2","8.45","7.05","16.4","29.6","23.81"
"Пазарджик","Главиница","село","ОУ""Христо Ботев""","15","12.07","11.93","8.13","9.27","12.07","18.93","23.47","15.27"
"Пазарджик","Юнаците","село","ОУ ""Христо Ботев""","9","8.88","8.62","6.5","7.5","8.25","14.13","17.12","16"
"Пазарджик","Пещера","град","ПГЛПМ ""Васил Левски""","2","0","0","0","0","0","0","0","0"
"Пазарджик","Сестримо","село","ОУ ""Отец Паисий""","7","14.57","14.57","11.43","10.43","9.57","22","28.21","26.43"
