"﻿Област","Община","Населено място","Код по Админ","Училище","БЕЛ Ср.Усп","БЕЛ Бр.","МАТ Ср.Усп","МАТ Бр.","ИЦ Ср.Усп","ИЦ Бр.","ФА Ср.Усп","ФА Бр.","ГИ Ср.Усп","ГИ Бр.","ХООС Ср.Усп","ХООС Бр.","ФИЛ Ср.Усп","ФИЛ Бр.","БЗО Ср.Усп","БЗО Бр.","АЕ Ср.Усп","АЕ Бр.","РЕ Ср.Усп","РЕ Бр.","НЕ Ср.Усп","НЕ Бр.","ИспЕ Ср.Усп","ИспЕ Бр.","ФрЕ Ср.Усп","ФрЕ Бр.","ИтЕ Ср.Усп","ИтЕ Бр.","2ДЗИ Ср.Усп","2ДЗИ Бр.","ср.успех","общо"
"София-град","Столична","София","2217066","66 Средно училище ""Филип Станиславов""","3,24","20","","","2,79","1","","","2,68","7","","","2,94","3","3,36","5","4,96","3","5,74","1","","","","","","","","","3,39","20","3,31","40"
"София-град","Столична","София","2207068","68 Средно училище ""Академик Никола Обрешков""","3,48","19","","","","","","","3,22","1","","","","","3,52","16","5,49","3","","","","","","","","","","","3,8","20","3,64","39"
"София-град","Столична","София","2207069","69 Средно училище ""Димитър Маринов""","3,36","10","","","","","","","3,07","1","","","","","3,42","5","5,07","1","2,97","1","","","","","","","","","3,53","8","3,43","18"
"София-град","Столична","София","2224073","73.СУ с преподаване на чужди езици ""Владислав Граматик""","5,59","153","5,08","19","","","5,72","7","5,26","1","5,93","5","5,1","6","5,65","6","5,92","16","5,93","4","5,38","89","","","","","","","5,44","153","5,52","306"
"София-град","Столична","София","2203074","74 СУ ""ГОЦЕ ДЕЛЧЕВ""","3,87","40","","","3,56","1","","","3,07","3","","","3,44","19","3,81","6","5,13","13","","","","","","","","","","","3,99","42","3,93","82"
"София-град","Столична","София","2212079","79 средно училище ""Индира Ганди""","3,99","23","","","","","","","3,56","3","","","","","4,35","18","5,17","2","","","","","","","","","","","4,31","23","4,15","46"
"София-град","Столична","София","2213081","81. Средно училище ""Виктор Юго""","4,46","42","","","4,18","1","5,75","2","3,99","4","4,65","4","3,92","3","4,28","7","5,17","21","","","","","","","","","","","4,78","42","4,62","84"
"София-град","Столична","София","2210085","85 Средно училище ""Отец Паисий""","3,41","19","","","","","","","3,04","1","","","3,33","4","3,42","8","3,44","4","5,6","1","","","","","","","","","3,5","18","3,46","37"
"София-град","Столична","София","2217088","88 Средно училище ""Димитър Попниколов""","3,89","46","","","5,6","1","","","3,03","1","","","3,3","19","4,71","4","4,92","21","","","","","","","","","","","4,2","46","4,05","92"
"София-град","Столична","София","2212090","90 Средно училище ""Генерал Хосе де Сан Мартин""","4,02","9","2,57","1","","","","","","","","","","","4,04","8","","","","","","","","","","","","","3,88","9","3,95","18"
"София-град","Столична","София","2204091","91.НЕМСКА ЕЗИКОВА ГИМНАЗИЯ ""Професор Константин Гълъбов""","5,66","205","5,49","38","5,42","2","6","1","5,35","1","5,95","5","","","5,96","4","5,88","55","","","5,72","74","","","","","","","5,73","180","5,69","385"
"София-град","Столична","София","2221093","93-то Средно училище ""Александър Теодоров - Балан""","3,75","21","","","4,58","1","","","3,38","9","","","3,72","2","3,34","8","4,66","5","","","","","","","","","","","3,7","25","3,72","46"
"София-град","Столична","София","2221094","94 СРЕДНО УЧИЛИЩЕ ""Димитър Страшимиров""","3,14","24","","","","","","","","","","","3,06","20","3,14","1","","","","","","","","","","","","","3,07","21","3,11","45"
"София-град","Столична","София","2219095","95 СУ ""Проф. Иван Шишманов""","3,32","1","","","","","","","3,1","1","","","","","4,29","1","","","","","","","","","","","","","3,7","2","3,57","3"
"София-град","Столична","София","2212096","96. Средно училище ""Лев Николаевич Толстой""","4,11","42","2,77","1","3,48","1","","","3,45","21","","","","","3,65","3","5,09","16","","","","","","","","","","","4,07","42","4,09","84"
"София-град","Столична","София","2212097","97 Средно училище ""Братя Миладинови""","3,49","41","","","","","","","3,47","3","","","3,27","18","3,62","13","4,9","8","","","","","","","","","","","3,7","42","3,6","83"
"София-град","Столична","София","2222009","9 Френска езикова гимназия ""Алфонс дьо Ламартин""","5,38","201","5,5","4","5,26","9","5,61","1","4,95","1","5,67","4","4,97","6","5,78","14","5,76","36","","","5,99","1","","","5,4","125","","","5,48","201","5,43","402"
"София-град","Столична","София","2216309","IV Сменно-вечерна гимназия "" Отец Паисий ""","3,86","83","2,35","1","4,62","3","","","3,6","17","5,46","1","3,67","28","3,83","15","4,66","21","5,51","2","","","","","","","","","4","88","3,93","171"
"София-град","Столична","София","2213507","АМЕРИКАНСКИ КОЛЕЖ В СОФИЯ","5,48","133","5,38","18","","","","","","","5,81","1","","","5,79","2","5,91","112","","","","","","","","","","","5,84","133","5,66","266"
"София-град","Столична","София","2206302","Втора английска езикова гимназия ""Томас Джеферсън""","5,24","207","4,76","30","5,33","4","","","5,79","1","","","4,53","3","5,78","2","5,81","166","","","5,01","1","","","","","","","5,62","207","5,43","414"
"София-град","Столична","София","2213039","39 Средно училище ""Петър Динеков""","4","16","","","","","","","3,45","4","","","","","4,71","5","5,28","7","","","","","","","","","","","4,65","16","4,32","32"
"София-град","Столична","София","2902701","Национален учебен комплекс по култура с лицей за изучаване на италиански език и култура с участието на Република Италия","5,35","53","5,52","5","","","","","","","","","4,49","1","4,01","1","5,56","15","","","","","","","","","5,52","31","5,48","53","5,42","106"
"София-град","Столична","София","2902702","Национална гимназия за древни езици и култури ""Константин Кирил Философ""","5,53","97","","","5,6","22","","","4,68","4","5,53","1","5,18","35","4,29","1","5,74","33","","","","","","","","","","","5,44","96","5,48","193"
"София-град","Столична","София","2211304","Национална природо-математическа гимназия ""Академик Любомир Чакалов""","5,15","213","4,81","37","","","5,44","23","4,46","10","5,66","53","4,19","3","5,46","22","5,7","63","","","5,8","2","","","","","","","5,4","213","5,28","426"
"София-град","Столична","София","2204402","НАЦИОНАЛНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПРЕЦИЗНА ТЕХНИКА И ОПТИКА ""М. В. Ломоносов""","4,35","206","3,7","7","4,2","4","5,32","2","3,94","10","4,67","1","4,06","55","4,47","32","5,09","91","","","4,81","1","","","","","","","4,59","203","4,47","409"
"София-град","Столична","София","2902601","Национална професионална гимназия по полиграфия и фотография","4,38","107","","","","","","","","","","","","","3,39","1","4,18","1","","","","","","","","","","","3,79","2","4,37","109"
"София-град","Столична","София","2224433","НАЦИОНАЛНА ТЪРГОВСКО - БАНКОВА ГИМНАЗИЯ","5,04","260","4,38","21","4,34","6","","","3,88","5","5,61","1","4,65","4","5,03","4","5,62","87","","","5,1","3","5,38","1","5,06","5","","","5,23","137","5,11","397"
"София-град","Столична","София","2211420","НАЦИОНАЛНА ФИНАНСОВО-СТОПАНСКА ГИМНАЗИЯ","5,11","168","4,21","15","4,27","4","","","4,73","3","5,07","1","5,6","2","4,48","6","5,43","88","","","4,95","12","","","5,68","2","","","5,16","133","5,13","301"
"София-град","Столична","София","2902101","Национално музикално училище ""Любомир Пипков""","4,79","58","5,89","1","","","","","","","","","4,22","4","4,33","2","5,32","23","","","","","","","","","","","5,13","30","4,9","88"
"София-град","Столична","София","2217151","НАЦИОНАЛНО СРЕДНО УЧИЛИЩЕ ""СОФИЯ""","3,9","40","","","","","2,97","1","3,66","3","","","3,51","11","3,99","3","4,89","22","4,53","1","","","5,63","1","","","","","4,34","42","4,13","82"
"София-град","Столична","София","2902401","Национално училище за изящни изкуства ""Илия Петров""","4,71","50","","","","","","","","","","","","","","","5,58","1","","","","","","","","","","","5,58","1","4,73","51"
"София-град","Столична","София","2902301","Национално училище за танцово изкуство","4,23","42","","","","","","","","","5,78","1","","","3","1","","","","","","","","","","","","","4,39","2","4,23","44"
"София-град","Столична","София","2212540","ЧАСТНА НЕМСКА ГИМНАЗИЯ ""ЕРИХ КЕСТНЕР""","5,1","11","","","","","","","","","","","","","","","5,53","6","","","5,28","5","","","","","","","5,42","11","5,26","22"
"София-град","Столична","София","2206411","Професионална гимназия по хранително-вкусови технологии ""Проф. д-р Георги Павлов""","3,64","37","","","2,92","1","","","3,68","27","","","3,46","4","3,28","5","5,34","4","","","","","","","","","","","3,75","41","3,7","78"
"София-град","Столична","София","2217424","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ЕЛЕКТРОТЕХНИКА И АВТОМАТИКА","4,12","104","2,81","1","4,04","1","3,14","1","3,53","9","","","3,8","9","4,08","22","5,1","41","","","","","","","","","","","4,46","84","4,27","188"
"София-град","Столична","София","2216422","Професионална гимназия по механоелектротехника ""Н.Й.Вапцаров""","3,35","49","","","2,44","1","3,06","1","3,1","2","","","3,47","7","3,53","30","4,62","5","","","","","","","","","","","3,58","46","3,47","95"
"София-град","Столична","София","2204403","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕКСТИЛНИ И КОЖЕНИ ИЗДЕЛИЯ","2,93","9","","","","","","","","","","","2,51","1","2,96","9","","","","","","","","","","","","","2,91","10","2,92","19"
"София-град","Столична","София","2207412","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ","3,58","33","","","","","","","3,37","2","","","2,96","2","4","27","4,39","2","","","","","","","","","","","3,93","33","3,75","66"
"София-град","Столична","София","2206410","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО АУДИО-, ВИДЕО- И ТЕЛЕКОМУНИКАЦИЯ ""А. С. ПОПОВ""","3,84","110","2,57","1","4,06","6","3,38","2","3,44","4","","","3,76","4","3,97","34","4,49","24","","","","","","","","","","","4,07","75","3,93","185"
"София-град","Столична","София","2202401","Професионална гимназия по екология и биотехнологии ""Проф. д-р Асен Златаров""","4,1","44","","","3,14","1","","","3,76","3","3,93","7","3,82","6","4,52","15","4,38","11","","","","","","","","","","","4,21","43","4,15","87"
"София-град","Столична","София","2220427","Професионална гимназия по железопътен транспорт ""Никола Корчев""","3,41","29","","","","","","","3,04","13","","","3,02","6","3,86","4","","","","","","","","","","","","","3,18","23","3,3","52"
"София-град","Столична","София","2211417","Професионална гимназия по облекло ""Княгиня Мария Луиза""","3,98","39","","","","","","","","","","","4,03","10","4,09","13","5,02","4","","","","","","","","","","","4,21","27","4,07","66"
"София-град","Столична","София","2208414","Професионална гимназия по битова и електротранспортна техника и строителство","3,34","13","","","","","","","3,06","1","","","3,24","11","","","","","","","","","","","","","","","3,23","12","3,28","25"
"София-град","Столична","София","2223431","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТЕЛЕКОМУНИКАЦИИ","4,33","108","3,83","8","3,23","3","3,65","2","3,34","5","","","3,73","9","4,63","11","5,2","48","","","","","","","","","","","4,63","86","4,47","194"
"София-град","Столична","София","2206409","Професионална гимназия по транспорт и енергетика ""Хенри Форд""","3,75","165","3,43","3","3,48","6","3,11","2","3,46","16","3,5","1","3,88","6","3,96","22","4,75","55","","","","","","","","","","","4,21","111","3,94","276"
"София-град","Столична","София","2205408","Професионална гимназия по фризьорство и козметика ""Княгиня Евдокия""","3,77","40","","","","","","","3,32","3","","","3,58","3","3,74","17","4,14","2","","","","","","","","","","","3,71","25","3,74","65"
"София-град","Столична","София","2221430","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТРАНСПОРТ ""МАКГАХАН""","3,48","75","","","3,98","3","","","","","","","3,36","7","3,69","20","4,73","8","","","","","","","","","","","3,87","38","3,61","113"
"София-град","Столична","София","2217426","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО СЕЛСКО СТОПАНСТВО ""БУЗЕМА""","3,5","5","","","","","","","","","","","3,15","2","","","","","","","","","","","","","","","3,15","2","3,4","7"
"София-град","Столична","София","2204405","ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ПОДЕМНА, СТРОИТЕЛНА И ТРАНСПОРТНА ТЕХНИКА","3,29","34","","","","","","","3,32","4","","","","","3,47","29","5","2","","","","","","","","","","","3,54","35","3,42","69"
"София-град","Столична","София","2224432","Професионална гимназия по текстил и моден дизайн","4,34","62","","","5,82","1","","","3,48","1","","","3,71","12","4,23","6","4,58","11","","","","","","","4,98","5","","","4,29","36","4,32","98"
"София-град","Столична","София","2220308","Профилирана гимназия за изобразителни изкуства ""Професор Николай Райнов""","4,04","31","","","","","","","","","","","","","","","5,32","2","","","","","","","","","4,75","1","5,13","3","4,14","34"
"София-град","Столична","София","2209305","Профилирана гимназия с изучаване на чужди езици ""Свети Методий""","4,29","59","4,73","1","","","","","3,73","1","","","3,7","13","4,14","7","5,05","32","5,05","3","","","5,89","1","","","","","4,62","58","4,46","117"
"София-град","Столична","София","2204311","Профилирана гимназия с интензивно изучаване на румънски език ""МИХАЙ ЕМИНЕСКУ""","4,5","8","","","","","","","3,45","1","","","4,32","1","4,82","4","4,88","2","","","","","","","","","","","4,6","8","4,55","16"
"София-град","Столична","София","2216533","Първа частна английска гимназия ""Уилям Шекспир""","4,39","40","2,97","1","","","","","","","","","3,87","1","5,53","1","5,17","37","","","","","","","","","","","5,09","40","4,74","80"
"София-град","Столична","София","2216301","Първа английска езикова гимназия","5,45","211","5,45","12","5,68","4","5,86","4","","","6","1","5,38","1","5,61","6","5,86","180","","","5,8","2","","","5,6","1","","","5,83","211","5,64","422"
"София-град","Столична","София","2222007","7. СРЕДНО УЧИЛИЩЕ ""СВ. СЕДМОЧИСЛЕНИЦИ""","4,66","105","4,64","4","","","","","4,36","10","","","5,57","2","4,81","7","5,41","72","","","","","","","","","","","5,22","95","4,93","200"
"София-град","Столична","София","2208413","Софийска гимназия по хлебни и сладкарски технологии","3,53","59","","","","","","","3,44","31","","","3,44","7","3,56","15","4,25","7","","","","","","","","","","","3,56","60","3,55","119"
"София-град","Столична","София","2211419","СОФИЙСКА ГИМНАЗИЯ ПО СТРОИТЕЛСТВО, АРХИТЕКТУРА И ГЕОДЕЗИЯ ""ХРИСТО БОТЕВ""","4,92","178","4,12","38","3,82","3","","","4,16","12","","","4,44","19","4,48","30","5,35","58","","","5,86","1","","","","","","","4,68","161","4,8","339"
"София-град","Столична","София","2211557","СДУ Софийска духовна семинария ""Св. Иван Рилски""","4,01","9","","","","","","","","","","","","","4,3","7","","","5,96","1","","","","","","","","","4,51","8","4,25","17"
"София-град","Столична","София","2216306","Софийска математическа гимназия ""Паисий Хилендарски""","5,47","170","5,68","156","","","5,78","1","","","","","","","5,51","2","5,93","10","","","5,12","1","","","","","","","5,69","170","5,58","340"
"София-град","Столична","София","2205407","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ по ЕЛЕКТРОНИКА ""Джон Атанасов""","4,44","202","3,74","26","4,88","6","4,1","4","3,8","5","","","3,65","11","4,58","16","5,22","113","","","3,9","1","","","","","","","4,77","182","4,6","384"
"София-град","Столична","София","2216423","СОФИЙСКА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО ТУРИЗЪМ","4,37","176","3,27","1","2,83","2","5,18","1","3,81","15","5,78","1","4,2","6","4,2","54","5,03","33","","","","","","","","","","","4,38","113","4,37","289"
"София-град","Столична","София","2203603","Специално училище за ученици с нарушено зрение ""ЛУИ БРАЙЛ""","4,62","7","","","4,21","1","","","","","","","","","4,32","6","","","","","","","","","","","","","4,31","7","4,46","14"
"София-град","Столична","София","2202612","Специално училище за ученици с увреден слух ""Проф. д-р Дечо Денев""","2,85","7","","","2,35","1","","","","","","","","","","","","","","","","","","","","","","","2,35","1","2,79","8"
"София-град","Столична","София","2902501","НАЦИОНАЛНА ГИМНАЗИЯ ЗА ПРИЛОЖНИ ИЗКУСТВА ""СВЕТИ ЛУКА"" - СОФИЯ","4,62","85","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,62","85"
"София-град","Столична","София","2206003","3 Средно училище ""Марин Дринов""","3,06","2","","","","","","","","","","","3,31","4","","","","","","","","","","","","","","","3,31","4","3,22","6"
"София-град","Столична","София","2223547","ЧАСТНА ГИМНАЗИЯ С ЕЗИКОВ И ХУМАНИТАРЕН ПРОФИЛ ""ПРОФ. Д-Р В. ЗЛАТАРСКИ""","5,25","57","","","","","","","","","","","","","","","5,74","57","","","","","","","","","","","5,74","57","5,5","114"
"София-град","Столична","София","2205520","ЧАСТНА ЕЗИКОВА ГИМНАЗИЯ ""ПРОФ. ИВАН АПОСТОЛОВ""","5,05","14","","","","","","","","","","","","","","","5,7","14","","","","","","","","","","","5,7","14","5,38","28"
"София-град","Столична","София","2211517","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ""БАНКЕР""","4,77","11","","","","","","","","","","","","","","","5,37","10","","","","","","","","","","","5,37","10","5,06","21"
"София-град","Столична","София","2224545","ЧАСТНА ПРОФЕСИОНАЛНА ГИМНАЗИЯ ПО БАНКОВО ДЕЛО, ТЪРГОВИЯ И ФИНАНСИ","4,21","8","","","","","","","","","","","","","","","4,58","3","","","","","","","","","","","4,58","3","4,31","11"
"София-град","Столична","София","2213503","Частна профилирана гимназия с чуждоезиково обучение „Меридиан 22""","5,14","8","","","","","","","","","","","","","","","5,62","8","","","","","","","","","","","5,62","8","5,38","16"
"София-град","Столична","София","2204549","Частна профилирана гимназия ""Веда""","5,23","9","","","","","6","1","","","5,98","1","","","","","5,66","5","","","4,81","2","","","","","","","5,55","9","5,39","18"
"София-град","Столична","София","2209528","ЧАСТНА ПРОФИЛИРАНА ГИМНАЗИЯ ""Пейо К. Яворов""","4,07","1","","","","","","","","","","","","","","","4,38","1","","","","","","","","","","","4,38","1","4,23","2"
"София-град","Столична","София","2204511","Частна профилирана гимназия с интензивно изучаване на чужди езици ""Езиков свят""","4,31","13","","","","","","","","","","","3,76","4","","","5,29","8","","","5,77","1","","","","","","","4,85","13","4,58","26"
"София-град","Столична","София","2209529","Частно езиково средно училище ""Дорис Тенеди""","5,28","37","3,17","3","","","","","","","","","4,78","1","","","5,64","30","","","5,63","3","","","","","","","5,41","37","5,35","74"
"София-град","Столична","София","2204510","Частно професионално бизнес училище ""Евростандарт""","4,49","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,49","1"
"София-град","Столична","София","2202534","Частно профилирано средно общообразователно училище ""Свети Наум""","4,54","3","","","","","","","","","","","","","","","5,07","3","","","","","","","","","","","5,07","3","4,81","6"
"София-град","Столична","София","2224544","Частно средно училище по изкуства и чужди езици ""Артис""","5,13","4","","","","","","","","","","","","","","","5,84","4","","","","","","","","","","","5,84","4","5,48","8"
"София-град","Столична","София","2202536","Частно средно езиково училище ""Дрита""","5,08","13","4,56","1","","","","","","","","","","","","","5,66","12","","","","","","","","","","","5,58","13","5,33","26"
"София-град","Столична","София","2201515","Частно средно училище ""Цар Симеон Велики""","4,18","1","","","","","","","","","","","","","4,61","1","","","","","","","","","","","","","4,61","1","4,4","2"
"София-град","Столична","София","2202535","ЧСУ ""Рьорих"" с ранно чуждоезиково обучение и разширено изучаване на музика и изобразително изкуство","4,22","6","","","4,75","1","","","","","","","3,2","1","","","5,27","4","","","","","","","","","","","4,84","6","4,53","12"
"София-град","Столична","София","2213307","СПОРТНО УЧИЛИЩЕ ""ГЕН. ВЛАДИМИР СТОЙЧЕВ""","3,91","79","","","","","","","","","","","4,1","2","4,33","55","5,15","9","","","","","","","","","","","4,44","66","4,15","145"
"София-град","Столична","София","2213350","Технологично училище ""Електронни системи"" към Технически Университет - София","4,96","92","4,69","65","","","","","","","","","","","","","5,71","27","","","","","","","","","","","4,99","92","4,98","184"
"София-град","Столична","София","2216532","Частно средно училище "" УВЕКИНД ""","4,9","9","","","","","","","","","","","","","","","5,34","8","","","5,61","1","","","","","","","5,37","9","5,14","18"
"София-град","Столична","София","2211571","Частна професионална гимназия по охрана и сигурност ""Св.Георги Победоносец""","4,63","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4,63","3"
"София-град","Столична","София","2212037","37. СРЕДНО УЧИЛИЩЕ ""РАЙНА КНЯГИНЯ""","3,5","19","","","","","","","3,06","1","","","3,16","7","3,59","2","4,53","8","","","","","","","","","","","3,81","18","3,65","37"
"София-град","Столична","София","2223580","Частна професионална гимназия по Мултимедия, компютърен графичен дизайн и анимация","4,52","8","","","","","","","","","","","","","","","5,61","1","","","","","","","","","","","5,61","1","4,64","9"
"София-град","Столична","София","2212027","27. Средно училище ""Акад. Георги Караславов""","3,59","20","","","4,78","1","","","","","","","4,38","1","3,65","14","4,46","4","","","","","","","","","","","3,91","20","3,75","40"
"София-град","Столична","София","2208526","Частно средно  училище ""Орфей""","3,76","3","","","","","","","","","","","","","","","5,02","2","","","","","","","","","","","5,02","2","4,26","5"
"София-град","Столична","София","2221590","Частна профилирана гимназия ""Образователни технологии""","4,5","26","","","","","","","4,33","2","","","","","3,97","5","5,38","19","","","","","","","","","","","5,03","26","4,76","52"
"София-град","Столична","София","2221563","Първа Частна Математическа Гимназия","5,38","11","5,93","4","","","","","","","","","","","","","5,8","7","","","","","","","","","","","5,84","11","5,61","22"
"София-град","Столична","София","2203720","Частно средно училище ""Дружба"" - София","4,41","43","4,48","10","","","","","3","1","","","4,1","6","3,98","3","5,43","22","","","","","","","","","","","4,85","42","4,63","85"
"София-област","Божурище","Божурище","2308970","Средно училище ""Летец Христо Топракчиев""","3,96","24","","","","","","","2,66","1","","","3,41","6","3,92","12","5,01","6","","","","","","","","","","","4,01","25","3,98","49"
"София-област","Ботевград","Ботевград","2300099","Профилирана природо-математическа гимназия "" Акад. проф. д-р Асен Златаров ""","4,64","74","4,18","12","5,9","2","","","4,21","12","","","4,13","7","4,85","19","5,07","19","","","4,51","2","5,38","1","","","","","4,65","74","4,64","148"
"София-област","Ботевград","Ботевград","2300284","Професионална гимназия по техника и мениджмънт ""Христо Ботев""","3,34","87","","","3,1","4","4,29","1","3,11","18","3,61","1","3,39","2","3,45","52","4,2","5","","","","","","","","","","","3,41","83","3,38","170"
"София-област","Ботевград","Ботевград","2301044","Техническа професионална гимназия ""Стамен Панчев""","2,89","27","","","","","","","2,5","7","","","","","","","4,26","1","","","","","","","","","","","2,72","8","2,85","35"
"София-област","Годеч","Годеч","2300163","Средно училище ""Проф. д-р Асен Златаров""","4,02","33","3,16","2","3,89","4","5,6","1","3,41","25","","","","","4,95","2","4,92","1","","","","","","","","","","","3,64","35","3,82","68"
"София-област","Горна Малина","Горна Малина","2309225","Средно училище ""Христо Ботев""","3,75","21","","","","","","","5,12","1","","","","","4,19","20","","","","","","","","","","","","","4,23","21","3,99","42"
"София-област","Долна баня","Долна баня","2303582","Професионална гимназия ""Христо Ботев""","2,99","22","","","","","","","3,12","3","","","","","3,25","18","","","","","","","","","","","","","3,23","21","3,11","43"
"София-област","Долна баня","Долна баня","2306213","Средно училище ""Неофит Рилски""","2,74","13","","","","","","","2,51","11","","","3,43","1","","","3,39","1","","","","","","","","","","","2,65","13","2,69","26"
"София-област","Драгоман","Драгоман","2300214","Средно училище ""Христо Ботев""","4,04","16","","","","","","","3,49","16","","","","","5,24","1","5,45","2","","","","","","","","","","","3,79","19","3,9","35"
"София-област","Елин Пелин","Елин Пелин","2300274","Професионална гимназия по керамика","3,2","18","","","","","","","3,5","13","","","","","3,22","2","","","","","","","","","","","","","3,46","15","3,32","33"
"София-област","Елин Пелин","Елин Пелин","2300170","Средно училище ""Васил Левски""","4,4","57","","","4,03","4","","","4","13","5,98","1","3,86","21","4,45","6","5,67","12","","","","","","","","","","","4,39","57","4,39","114"
"София-област","Етрополе","Етрополе","2300327","Професионална гимназия ""Тодор Пеев""","3,18","48","","","","","","","3,22","15","","","","","3,47","36","","","","","","","","","","","","","3,4","51","3,29","99"
"София-област","Етрополе","Етрополе","2300195","Средно училище ""Христо Ясенов""","4,28","70","4,9","9","5,22","2","","","3,62","12","","","4,15","1","4,47","36","5,57","10","","","","","5,41","1","","","","","4,56","71","4,42","141"
"София-област","Златица","Златица","2300302","Аграрно -техническа професионална гимназия","3,46","21","","","","","","","3,25","20","","","","","3,93","2","","","","","","","","","","","","","3,31","22","3,38","43"
"София-област","Златица","Златица","2308792","Средно училище ""Свети Паисий Хилендарски""","4,67","19","3,68","3","","","","","5,28","3","5,46","1","3,98","5","","","5,55","7","","","","","","","","","","","4,8","19","4,73","38"
"София-област","Ихтиман","Ихтиман","2300417","Професионална гимназия ""Васил Левски"" гр.Ихтиман","2,77","40","","","2,84","1","","","2,56","13","","","2,99","20","","","","","","","","","","","","","","","2,82","34","2,79","74"
"София-област","Ихтиман","Ихтиман","2300188","Средно училище ""Христо Ботев""","4,22","48","5,92","1","2,95","2","","","3,55","32","","","3,73","5","3,87","7","5,1","11","","","","","","","","","","","3,92","58","4,06","106"
"София-област","Копривщица","Копривщица","2306331","Средно училище ""Любен Каравелов""","3,36","35","4,7","1","3,11","8","","","3,33","5","","","","","3,4","16","5,04","3","","","","","","","","","","","3,51","33","3,43","68"
"София-област","Костенец","Костенец","2304717","Професионална гимназия ""Георги Сава Раковски""","3,34","38","","","","","","","3,75","1","","","","","3,61","15","","","","","","","","","","","","","3,62","16","3,42","54"
"София-област","Костенец","Костенец","2303490","Средно Училище ""Св. Климент Охридски""","4,71","57","","","4,77","6","","","4,18","32","5,98","2","","","5,18","4","5,36","13","","","","","","","","","","","4,64","57","4,68","114"
"София-област","Костинброд","Костинброд","2309735","Професионална гимназия по ветеринарна медицина и селско стопанство ""Св. Г. Победоносец""","3,65","54","3,06","1","3,54","5","","","2,79","3","","","","","3,99","29","5,26","1","","","","","","","","","","","3,85","39","3,73","93"
"София-област","Костинброд","Костинброд","2309638","Средно училище ""Д-р Петър Берон""","4,57","17","","","","","","","4,87","1","","","","","4,04","10","5,76","6","","","","","","","","","","","4,69","17","4,63","34"
"София-област","Пирдоп","Пирдоп","2302504","Професионална гимназия по механаноелектротехника","3,38","51","","","","","","","2,51","1","","","","","","","","","","","","","","","","","","","2,51","1","3,37","52"
"София-област","Пирдоп","Пирдоп","2300448","Професионална гимназия по туризъм и хранителни технологии ""Никола Димов""","3,28","36","","","","","","","","","","","","","2,78","4","","","","","","","","","","","","","2,78","4","3,23","40"
"София-област","Пирдоп","Пирдоп","2300105","Средно училище ""Саво Ценов Савов""","4,93","43","","","","","","","4,15","12","","","","","5,01","13","5,66","18","","","","","","","","","","","5,04","43","4,99","86"
"София-област","Правец","Правец","2309991","Професионална гимназия по компютърни технологии и системи","4,47","76","3,75","6","","","","","3,65","6","","","4,64","1","4,7","4","5,11","14","","","","","","","","","","","4,5","31","4,48","107"
"София-област","Правец","Правец","2304770","Гимназия с преподаване на чужди езици ""Алеко Константинов""","4,72","84","3,88","17","4,3","4","","","3,43","8","","","4,69","11","4,29","15","5,29","19","","","5,57","3","6","1","","","","","4,48","78","4,61","162"
"София-област","Самоков","Самоков","2300505","Професионална гимназия по туризъм","4,01","42","","","4,46","1","","","3,33","11","","","3,63","12","4,32","7","5,03","13","","","","","","","","","","","4,1","44","4,05","86"
"София-област","Самоков","Самоков","2300291","Професионална техническа гимназия ""Никола Й. Вапцаров""","4,4","35","","","","","","","3,46","10","","","3,92","15","3,66","7","4,52","4","","","","","","","","","","","3,81","36","4,1","71"
"София-област","Самоков","Самоков","2300131","Профилирана гимназия ""Константин Фотинов""","4,66","79","3,3","5","4,67","12","","","3,54","6","","","3,77","11","4,19","4","5,59","32","4,15","1","5,4","8","","","","","","","4,79","79","4,73","158"
"София-област","Самоков","Самоков","2304610","Спортно училище ""Никола Велчев""","3,61","22","","","","","","","3,49","2","","","","","3,78","6","4,74","2","","","","","","","","","","","3,91","10","3,7","32"
"София-област","Самоков","Самоков","2303106","Средно училище ""Отец Паисий""","4,22","46","3,37","4","3,07","3","","","3,36","3","4,99","2","3,48","2","3,82","14","5,31","16","","","","","","","","","","","4,28","44","4,25","90"
"София-област","Своге","Своге","2308867","Средно училище ""Иван Вазов""","4,52","20","","","","","","","3,54","7","","","4,57","2","4,61","3","5,68","8","","","","","","","","","","","4,66","20","4,59","40"
